insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
4/23/2019 14:32,MADRID,SEVILLA,5/13/2019 7:30,5/13/2019 9:51,AVE,69.4,Preferente,Promo
4/15/2019 23:24,SEVILLA,MADRID,5/9/2019 20:15,5/9/2019 22:36,AVE,47.3,Turista,Promo
4/23/2019 3:39,MADRID,PONFERRADA,5/7/2019 14:40,5/7/2019 18:52,AVE-LD,37.45,Turista con enlace,Promo
4/21/2019 6:47,MADRID,VALENCIA,5/14/2019 19:40,5/14/2019 21:29,AVE,39.45,Turista,Promo
4/18/2019 7:45,MADRID,SEVILLA,5/1/2019 14:00,5/1/2019 16:32,AVE,76.3,Turista,Flexible
4/12/2019 13:20,SEVILLA,MADRID,4/25/2019 21:00,4/25/2019 23:52,AV City,,Turista,Promo
5/2/2019 21:46,MADRID,BARCELONA,5/23/2019 12:30,5/23/2019 15:30,AVE,66.75,Turista,Promo
4/22/2019 11:13,MADRID,BARCELONA,5/22/2019 18:00,5/22/2019 20:30,AVE,100.4,Turista,Promo
5/7/2019 1:03,PONFERRADA,MADRID,5/19/2019 11:28,5/19/2019 16:00,LD,57,Turista con enlace,Flexible
4/28/2019 13:22,SEVILLA,MADRID,5/17/2019 9:50,5/17/2019 12:36,ALVIA,,Turista,Promo
4/12/2019 3:17,MADRID,SEVILLA,5/29/2019 12:00,5/29/2019 14:32,AVE,53.4,Turista,Promo
4/18/2019 6:22,MADRID,VALENCIA,5/26/2019 19:40,5/26/2019 21:29,AVE,56.65,Preferente,Promo
4/13/2019 20:17,SEVILLA,MADRID,4/25/2019 7:15,4/25/2019 9:55,AVE,69.4,Preferente,Promo
4/22/2019 0:14,SEVILLA,MADRID,4/26/2019 8:35,4/26/2019 15:26,LD-MD,45.8,Turista con enlace,Flexible
4/17/2019 10:09,MADRID,PONFERRADA,4/25/2019 12:20,4/25/2019 18:52,LD-MD,34.35,Turista con enlace,Promo +
4/23/2019 9:25,SEVILLA,MADRID,5/25/2019 12:18,5/25/2019 14:56,ALVIA,,Turista,Promo
4/27/2019 9:05,MADRID,SEVILLA,5/21/2019 13:10,5/21/2019 20:51,MD-LD,34.35,Turista con enlace,Promo +
4/12/2019 17:22,SEVILLA,MADRID,5/22/2019 14:45,5/22/2019 17:15,AVE,,Turista,Promo
4/24/2019 21:15,VALENCIA,MADRID,5/21/2019 8:00,5/21/2019 9:47,AVE,33.65,Turista,Promo
5/5/2019 5:05,SEVILLA,MADRID,5/17/2019 11:45,5/17/2019 14:17,AVE,60.3,Turista,Promo
4/18/2019 3:24,SEVILLA,MADRID,5/2/2019 9:40,5/2/2019 12:23,AVE,53.4,Turista,Promo
4/27/2019 21:38,MADRID,SEVILLA,5/24/2019 11:05,5/24/2019 13:41,ALVIA,,Preferente,Promo
4/13/2019 23:18,MADRID,VALENCIA,5/24/2019 6:08,5/24/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/23/2019 21:04,BARCELONA,MADRID,5/8/2019 16:00,5/8/2019 19:10,AVE,107.7,Turista,Flexible
4/24/2019 12:27,BARCELONA,MADRID,5/26/2019 9:03,5/26/2019 18:07,R. EXPRES,43.25,Turista,Adulto ida
4/29/2019 15:18,VALENCIA,MADRID,6/19/2019 9:50,6/19/2019 17:28,REGIONAL,28.35,Turista,Adulto ida
5/8/2019 3:58,VALENCIA,MADRID,5/23/2019 6:30,5/23/2019 8:22,AVE,27.8,Turista,Promo
4/15/2019 9:09,MADRID,SEVILLA,5/31/2019 19:30,5/31/2019 22:05,AVE,60.3,Turista,Promo
4/18/2019 11:42,MADRID,BARCELONA,4/25/2019 14:30,4/25/2019 17:21,AVE,107.7,Turista,Flexible
4/20/2019 17:02,MADRID,BARCELONA,4/23/2019 16:00,4/23/2019 18:30,AVE,100.4,Turista,Promo
5/4/2019 7:16,VALENCIA,MADRID,5/19/2019 6:38,5/19/2019 13:37,REGIONAL,28.35,Turista,Adulto ida
4/12/2019 8:16,MADRID,SEVILLA,5/31/2019 20:35,5/31/2019 23:15,AVE,53.4,Turista,Promo
4/16/2019 16:13,MADRID,PONFERRADA,5/20/2019 17:30,5/20/2019 21:33,ALVIA,33.5,Turista,Promo
4/12/2019 19:26,MADRID,BARCELONA,5/30/2019 7:15,5/30/2019 16:37,R. EXPRES,,Turista,Adulto ida
4/14/2019 23:24,BARCELONA,MADRID,5/20/2019 10:00,5/20/2019 13:10,AVE,85.1,Turista,Promo
5/7/2019 11:45,MADRID,BARCELONA,6/9/2019 15:30,6/9/2019 18:40,AVE,85.1,Turista,Promo
4/21/2019 22:40,MADRID,BARCELONA,4/28/2019 18:30,4/28/2019 21:20,AVE,107.7,Turista,Flexible
4/15/2019 23:34,MADRID,VALENCIA,4/16/2019 17:40,4/16/2019 19:20,AVE,73.1,Turista,Flexible
4/24/2019 21:09,BARCELONA,MADRID,6/1/2019 16:00,6/1/2019 19:10,AVE,75.4,Turista,Promo
4/22/2019 18:44,MADRID,BARCELONA,5/16/2019 15:30,5/16/2019 18:40,AVE,85.1,Turista,Promo
4/30/2019 15:38,PONFERRADA,MADRID,5/29/2019 13:44,5/29/2019 19:21,LD,47,Turista con enlace,Flexible
4/17/2019 6:43,MADRID,BARCELONA,5/22/2019 16:30,5/22/2019 19:15,AVE,90.5,Turista Plus,Promo
4/15/2019 23:06,MADRID,PONFERRADA,5/12/2019 22:14,5/13/2019 4:31,TRENHOTEL,45.8,Turista,Flexible
4/23/2019 0:35,PONFERRADA,MADRID,4/24/2019 6:11,4/24/2019 11:57,LD,55.8,Turista con enlace,Flexible
5/2/2019 21:24,SEVILLA,MADRID,6/16/2019 20:15,6/16/2019 22:36,AVE,60.3,Turista,Promo
5/1/2019 13:47,MADRID,VALENCIA,6/23/2019 6:20,6/23/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/17/2019 22:14,SEVILLA,MADRID,5/1/2019 16:45,5/1/2019 19:17,AVE,48.85,Preferente,Promo
4/16/2019 10:29,MADRID,BARCELONA,4/25/2019 14:30,4/25/2019 17:21,AVE,107.7,Turista,Flexible
4/27/2019 23:34,BARCELONA,MADRID,5/18/2019 10:00,5/18/2019 13:10,AVE,66.75,Turista,Promo
4/29/2019 3:04,BARCELONA,MADRID,5/14/2019 7:05,5/14/2019 9:50,AVE,75.4,Turista,Promo
5/2/2019 3:21,SEVILLA,MADRID,6/16/2019 20:15,6/16/2019 22:36,AVE,60.3,Turista,Promo
4/28/2019 15:18,SEVILLA,MADRID,5/18/2019 11:45,5/18/2019 14:17,AVE,60.3,Turista,Promo
5/6/2019 21:41,MADRID,BARCELONA,5/14/2019 20:30,5/14/2019 23:40,AVE,75.4,Turista,Promo
4/21/2019 20:03,MADRID,BARCELONA,5/9/2019 8:30,5/9/2019 11:15,AVE,85.1,Turista,Promo
4/12/2019 9:14,MADRID,SEVILLA,5/25/2019 9:00,5/25/2019 11:38,AVE,76.3,Turista,Flexible
4/17/2019 18:45,SEVILLA,MADRID,4/27/2019 9:50,4/27/2019 12:36,ALVIA,,Turista,Flexible
4/14/2019 7:12,SEVILLA,MADRID,5/23/2019 6:45,5/23/2019 9:15,AVE,53.4,Turista,Promo
4/17/2019 4:33,PONFERRADA,MADRID,5/27/2019 6:11,5/27/2019 11:57,LD,,Turista,Promo
4/16/2019 2:33,MADRID,BARCELONA,5/13/2019 20:00,5/13/2019 22:30,AVE,58.45,Turista,Promo
4/17/2019 7:37,PONFERRADA,MADRID,5/15/2019 13:44,5/15/2019 21:48,LD-MD,,Turista con enlace,Flexible
5/7/2019 3:12,BARCELONA,MADRID,6/19/2019 7:00,6/19/2019 9:30,AVE,,Turista,Promo
4/23/2019 20:24,MADRID,SEVILLA,5/29/2019 14:00,5/29/2019 16:32,AVE,60.3,Turista,Promo
4/30/2019 1:39,BARCELONA,MADRID,4/30/2019 6:25,4/30/2019 8:55,AVE,68.65,Turista,Promo
4/20/2019 0:23,VALENCIA,MADRID,5/6/2019 18:10,5/6/2019 19:57,AVE,27.8,Turista,Promo
4/15/2019 7:22,BARCELONA,MADRID,4/20/2019 7:05,4/20/2019 9:50,AVE,66.75,Turista,Promo
4/22/2019 21:43,MADRID,BARCELONA,5/23/2019 18:00,5/23/2019 20:30,AVE,100.4,Turista,Promo
4/14/2019 21:28,MADRID,BARCELONA,5/27/2019 7:30,5/27/2019 10:40,AVE,85.1,Turista,Promo
4/18/2019 23:00,MADRID,SEVILLA,4/26/2019 19:30,4/26/2019 22:05,AVE,69.4,Preferente,Promo
4/20/2019 15:26,MADRID,SEVILLA,4/22/2019 9:45,4/22/2019 12:27,INTERCITY,,Preferente,Promo
4/14/2019 13:26,MADRID,SEVILLA,4/23/2019 18:00,4/23/2019 20:32,AVE,60.3,Turista,Promo
5/4/2019 9:23,SEVILLA,MADRID,5/14/2019 19:19,5/14/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/23/2019 3:30,MADRID,SEVILLA,6/2/2019 20:35,6/2/2019 23:15,AVE,64.05,Turista Plus,Promo
5/3/2019 1:18,SEVILLA,MADRID,5/13/2019 18:45,5/13/2019 21:17,AVE,69.4,Preferente,Promo
4/25/2019 13:17,MADRID,VALENCIA,5/24/2019 16:55,5/24/2019 21:58,AVE-LD,56.1,Turista con enlace,Flexible
4/22/2019 10:33,MADRID,BARCELONA,5/10/2019 17:30,5/10/2019 20:40,AVE,80.15,Turista Plus,Promo
4/17/2019 8:05,BARCELONA,MADRID,5/24/2019 15:00,5/24/2019 17:45,AVE,107.7,Turista,Flexible
4/14/2019 19:18,VALENCIA,MADRID,5/11/2019 8:00,5/11/2019 9:53,AVE,58.95,Preferente,Promo
4/21/2019 17:29,MADRID,VALENCIA,4/27/2019 8:40,4/27/2019 10:33,AVE,51.15,Turista,Promo
4/24/2019 21:29,MADRID,VALENCIA,5/3/2019 6:45,5/3/2019 8:38,AVE,33.65,Turista,Promo
4/12/2019 5:02,MADRID,BARCELONA,5/14/2019 6:10,5/14/2019 8:40,AVE,80.15,Turista Plus,Promo
4/27/2019 13:55,MADRID,VALENCIA,5/9/2019 16:05,5/9/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/12/2019 15:18,MADRID,BARCELONA,5/8/2019 14:30,5/8/2019 17:21,AVE,,Turista,Promo
5/4/2019 11:27,SEVILLA,MADRID,5/25/2019 19:45,5/25/2019 22:17,AVE,76.3,Turista,Flexible
4/15/2019 18:01,VALENCIA,MADRID,5/6/2019 9:50,5/6/2019 17:28,REGIONAL,28.35,Turista,Adulto ida
4/18/2019 15:13,VALENCIA,MADRID,5/30/2019 14:10,5/30/2019 15:48,AVE,45.3,Turista,Promo
4/12/2019 13:30,MADRID,BARCELONA,5/15/2019 7:15,5/15/2019 16:37,R. EXPRES,,Turista,Adulto ida
4/29/2019 19:22,VALENCIA,MADRID,5/22/2019 12:40,5/22/2019 14:20,AVE,33.65,Turista,Promo
5/1/2019 11:26,VALENCIA,MADRID,5/17/2019 9:50,5/17/2019 16:58,REGIONAL,28.35,Turista,Adulto ida
5/5/2019 21:41,MADRID,BARCELONA,5/15/2019 7:15,5/15/2019 16:37,R. EXPRES,43.25,Turista,Adulto ida
4/20/2019 17:43,PONFERRADA,MADRID,5/6/2019 11:28,5/6/2019 16:00,LD,42.75,Turista con enlace,Promo +
4/15/2019 19:17,MADRID,VALENCIA,5/26/2019 11:10,5/26/2019 13:25,INTERCITY,29.9,Turista,Promo
4/22/2019 7:26,SEVILLA,MADRID,4/28/2019 20:36,4/28/2019 23:14,ALVIA,,Turista,Flexible
4/17/2019 1:16,MADRID,BARCELONA,5/23/2019 9:30,5/23/2019 12:34,AVE,85.1,Turista,Promo
4/23/2019 12:36,PONFERRADA,MADRID,4/30/2019 6:11,4/30/2019 11:57,LD,,Turista,Promo
4/22/2019 16:35,MADRID,SEVILLA,5/27/2019 13:00,5/27/2019 15:40,AVE,47.3,Turista,Promo
4/15/2019 9:27,MADRID,VALENCIA,5/28/2019 11:55,5/28/2019 13:35,AVE,21.95,Turista,Promo
4/21/2019 3:22,MADRID,BARCELONA,4/30/2019 14:30,4/30/2019 17:21,AVE,98,Preferente,Promo
4/28/2019 5:25,MADRID,VALENCIA,5/22/2019 18:40,5/22/2019 20:20,AVE,45.3,Turista,Promo
5/8/2019 11:33,MADRID,SEVILLA,6/13/2019 18:00,6/13/2019 20:32,AVE,60.3,Turista,Promo
4/27/2019 9:05,MADRID,SEVILLA,5/19/2019 13:30,5/19/2019 16:05,ALVIA,,Turista,Promo
4/28/2019 19:18,BARCELONA,MADRID,6/1/2019 20:00,6/1/2019 23:10,AVE,66.75,Turista,Promo
4/12/2019 23:21,MADRID,SEVILLA,4/26/2019 6:20,4/26/2019 9:16,AV City,,Turista,Promo
4/14/2019 17:07,MADRID,BARCELONA,4/19/2019 13:25,4/19/2019 16:24,AVE-TGV,85.1,Turista,Promo
4/22/2019 13:23,SEVILLA,MADRID,5/24/2019 18:45,5/24/2019 21:17,AVE,53.4,Turista,Promo
5/9/2019 5:11,MADRID,BARCELONA,6/24/2019 19:30,6/24/2019 22:40,AVE,83.5,Preferente,Promo
4/22/2019 19:45,MADRID,SEVILLA,5/6/2019 9:00,5/6/2019 11:38,AVE,76.3,Turista,Flexible
5/3/2019 13:46,MADRID,BARCELONA,5/15/2019 18:30,5/15/2019 21:20,AVE,58.15,Turista,Promo
4/13/2019 12:23,MADRID,VALENCIA,5/30/2019 15:10,5/30/2019 16:52,AVE,39.45,Turista,Promo
4/14/2019 23:36,SEVILLA,MADRID,5/12/2019 15:45,5/12/2019 18:15,AVE,76.3,Turista,Flexible
5/8/2019 21:22,SEVILLA,MADRID,5/12/2019 7:00,5/12/2019 10:02,AV City,,Turista con enlace,Flexible
4/17/2019 4:36,PONFERRADA,MADRID,4/29/2019 17:55,4/29/2019 22:55,MD-LD,32.45,Turista con enlace,Promo
4/19/2019 23:13,SEVILLA,MADRID,4/30/2019 9:40,4/30/2019 12:23,AVE,53.4,Turista,Promo
4/18/2019 3:52,MADRID,SEVILLA,4/30/2019 10:00,4/30/2019 12:32,AVE,76.3,Turista,Flexible
5/3/2019 23:15,BARCELONA,MADRID,5/29/2019 8:00,5/29/2019 11:10,AVE,85.1,Turista,Promo
4/13/2019 13:26,MADRID,SEVILLA,5/23/2019 17:00,5/23/2019 19:38,AVE,69.4,Preferente,Promo
5/6/2019 7:18,BARCELONA,MADRID,6/4/2019 9:03,6/4/2019 18:07,R. EXPRES,43.25,Turista,Adulto ida
4/17/2019 18:45,SEVILLA,MADRID,4/30/2019 21:00,4/30/2019 23:52,AV City,43.55,Turista,Promo
5/7/2019 17:15,SEVILLA,MADRID,5/12/2019 7:00,5/12/2019 10:02,AV City,62.2,Turista,Flexible
5/4/2019 13:40,PONFERRADA,MADRID,5/10/2019 11:44,5/10/2019 16:00,MD-LD,54.1,Turista con enlace,Flexible
4/14/2019 19:03,MADRID,SEVILLA,5/9/2019 16:30,5/9/2019 18:51,AVE,76.3,Turista,Flexible
4/18/2019 18:38,MADRID,VALENCIA,4/30/2019 16:05,4/30/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/24/2019 15:28,MADRID,VALENCIA,5/29/2019 14:10,5/29/2019 16:03,AVE,21.95,Turista,Promo
4/21/2019 7:35,BARCELONA,MADRID,5/12/2019 9:00,5/12/2019 11:45,AVE,85.1,Turista,Promo
4/19/2019 2:03,BARCELONA,MADRID,5/24/2019 13:25,5/24/2019 16:10,AVE,90.5,Turista Plus,Promo
4/20/2019 14:23,VALENCIA,MADRID,4/25/2019 20:15,4/25/2019 21:55,AVE,39.45,Turista,Promo
5/7/2019 11:35,SEVILLA,MADRID,5/23/2019 8:45,5/23/2019 11:15,AVE,69.4,Preferente,Promo
4/21/2019 16:21,VALENCIA,MADRID,5/4/2019 10:40,5/4/2019 12:27,AVE,45.3,Turista,Promo
4/28/2019 19:36,PONFERRADA,MADRID,5/30/2019 11:28,5/30/2019 16:00,LD,42.75,Turista con enlace,Promo +
4/21/2019 8:26,VALENCIA,MADRID,6/3/2019 14:50,6/3/2019 22:30,REGIONAL,28.35,Turista,Adulto ida
4/13/2019 5:02,MADRID,SEVILLA,5/7/2019 13:30,5/7/2019 16:05,ALVIA,,Turista,Promo
4/21/2019 14:10,BARCELONA,MADRID,5/22/2019 8:00,5/22/2019 11:10,AVE,85.1,Turista,Promo
4/19/2019 21:06,MADRID,SEVILLA,5/9/2019 20:35,5/9/2019 23:15,AVE,60.3,Turista,Promo
5/2/2019 17:24,SEVILLA,MADRID,5/10/2019 13:40,5/10/2019 16:10,AVE,60.3,Turista,Promo
4/28/2019 3:36,VALENCIA,MADRID,5/29/2019 9:00,5/29/2019 11:33,ALVIA,35.5,Turista,Promo
4/18/2019 4:26,BARCELONA,MADRID,4/28/2019 21:25,4/28/2019 23:55,AVE,90.5,Turista Plus,Promo
4/13/2019 21:17,MADRID,VALENCIA,5/27/2019 15:10,5/27/2019 16:52,AVE,21.95,Turista,Promo
4/18/2019 4:07,MADRID,VALENCIA,5/10/2019 17:40,5/10/2019 19:20,AVE,66.55,Preferente,Promo
4/15/2019 6:17,MADRID,SEVILLA,4/15/2019 10:00,4/15/2019 12:32,AVE,,Turista,Flexible
4/23/2019 22:13,MADRID,BARCELONA,5/3/2019 21:25,5/3/2019 23:55,AVE,66.75,Turista,Promo
4/28/2019 11:10,BARCELONA,MADRID,5/21/2019 17:00,5/21/2019 19:45,AVE,49.15,Turista Plus,Promo
5/9/2019 5:10,MADRID,BARCELONA,5/15/2019 19:00,5/15/2019 21:30,AVE,68.65,Turista,Promo
4/29/2019 15:43,MADRID,BARCELONA,6/2/2019 19:00,6/2/2019 21:30,AVE,98.55,Preferente,Promo
4/15/2019 3:27,MADRID,VALENCIA,6/13/2019 16:05,6/13/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/22/2019 17:09,VALENCIA,MADRID,5/15/2019 9:40,5/15/2019 11:20,AVE,21.95,Turista,Promo
4/29/2019 5:25,VALENCIA,MADRID,5/16/2019 14:50,5/16/2019 22:30,REGIONAL,28.35,Turista,Adulto ida
5/4/2019 21:46,MADRID,BARCELONA,5/15/2019 6:30,5/15/2019 9:20,AVE,66.75,Turista,Promo
5/2/2019 3:28,MADRID,SEVILLA,5/9/2019 7:30,5/9/2019 9:51,AVE,60.3,Turista,Promo
4/15/2019 19:04,BARCELONA,MADRID,5/19/2019 14:00,5/19/2019 17:10,AVE,66.75,Turista,Promo
4/22/2019 4:21,VALENCIA,MADRID,4/25/2019 19:10,4/25/2019 20:50,AVE,57.75,Turista,Promo
4/27/2019 7:05,VALENCIA,MADRID,5/22/2019 20:15,5/22/2019 21:55,AVE,21.95,Turista,Promo
4/21/2019 2:10,SEVILLA,MADRID,5/2/2019 21:00,5/2/2019 23:52,AV City,58.95,Turista Plus,Promo
4/20/2019 6:39,PONFERRADA,MADRID,5/27/2019 17:55,5/27/2019 22:55,MD-LD,27.05,Turista con enlace,Promo
4/17/2019 0:05,BARCELONA,MADRID,5/14/2019 7:25,5/14/2019 10:01,AVE,80.15,Turista Plus,Promo
5/8/2019 17:17,BARCELONA,MADRID,6/19/2019 6:25,6/19/2019 8:55,AVE,100.4,Turista,Promo
4/21/2019 8:44,MADRID,SEVILLA,5/27/2019 8:30,5/27/2019 11:14,ALVIA,,Turista,Flexible
4/19/2019 13:23,SEVILLA,MADRID,5/28/2019 19:45,5/28/2019 22:17,AVE,47.3,Turista,Promo
4/29/2019 7:29,MADRID,VALENCIA,5/27/2019 11:55,5/27/2019 13:35,AVE,27.8,Turista,Promo
4/15/2019 6:21,MADRID,VALENCIA,4/17/2019 21:10,4/17/2019 23:03,AVE,,,
4/16/2019 1:17,MADRID,SEVILLA,5/25/2019 12:00,5/25/2019 14:32,AVE,76.3,Turista,Flexible
4/15/2019 4:12,SEVILLA,MADRID,5/28/2019 20:36,5/28/2019 23:14,ALVIA,67.2,Turista,Flexible
4/20/2019 19:12,VALENCIA,MADRID,5/8/2019 6:30,5/8/2019 8:22,AVE,27.8,Turista,Promo
5/6/2019 13:18,BARCELONA,MADRID,5/9/2019 9:00,5/9/2019 11:45,AVE,129.3,Turista Plus,Flexible
4/24/2019 15:18,VALENCIA,MADRID,5/14/2019 17:30,5/14/2019 23:58,MD-LD,28.1,Turista con enlace,Promo +
4/20/2019 3:15,MADRID,PONFERRADA,5/22/2019 14:40,5/22/2019 18:33,AVE-MD,35.75,Turista con enlace,Promo
4/19/2019 20:44,MADRID,BARCELONA,5/26/2019 19:00,5/26/2019 21:30,AVE,115.65,Preferente,Promo
4/29/2019 7:30,MADRID,VALENCIA,5/1/2019 14:10,5/1/2019 16:03,AVE,,Turista con enlace,Flexible
4/13/2019 16:12,MADRID,SEVILLA,5/20/2019 7:00,5/20/2019 9:32,AVE,60.3,Turista,Promo
4/30/2019 11:45,MADRID,BARCELONA,5/2/2019 11:30,5/2/2019 14:40,AVE,107.7,Turista,Flexible
4/23/2019 14:31,MADRID,SEVILLA,5/22/2019 13:30,5/22/2019 16:05,ALVIA,,Turista,Promo
4/24/2019 0:33,VALENCIA,MADRID,5/9/2019 6:30,5/9/2019 8:22,AVE,27.8,Turista,Promo
4/24/2019 8:44,MADRID,BARCELONA,5/6/2019 19:00,5/6/2019 21:30,AVE,78.8,Turista,Promo
4/24/2019 9:00,SEVILLA,MADRID,5/3/2019 7:00,5/3/2019 10:02,AV City,52.2,Turista Plus,Promo
4/24/2019 15:28,MADRID,VALENCIA,5/25/2019 11:55,5/25/2019 13:35,AVE,33.65,Turista,Promo
4/20/2019 14:09,MADRID,BARCELONA,5/23/2019 9:30,5/23/2019 12:34,AVE,85.1,Turista,Promo
4/29/2019 9:07,VALENCIA,MADRID,6/14/2019 14:50,6/14/2019 22:04,REGIONAL,28.35,Turista,Adulto ida
4/22/2019 1:37,PONFERRADA,MADRID,5/27/2019 13:44,5/27/2019 19:21,LD,32.9,Turista con enlace,Promo
5/5/2019 17:02,MADRID,SEVILLA,5/10/2019 8:30,5/10/2019 11:14,ALVIA,,Turista,Flexible
4/17/2019 4:17,BARCELONA,MADRID,5/20/2019 21:15,5/21/2019 0:02,AVE,58.15,Turista,Promo
4/17/2019 22:06,MADRID,BARCELONA,5/24/2019 14:00,5/24/2019 16:30,AVE,94.55,Turista Plus,Promo
4/15/2019 9:32,SEVILLA,MADRID,5/30/2019 6:45,5/30/2019 9:15,AVE,47.3,Turista,Promo
4/16/2019 12:21,BARCELONA,MADRID,4/27/2019 8:00,4/27/2019 11:10,AVE,75.4,Turista,Promo
4/14/2019 0:20,SEVILLA,MADRID,5/16/2019 12:18,5/16/2019 14:56,ALVIA,,Turista,Promo
4/16/2019 9:20,MADRID,BARCELONA,4/22/2019 7:30,4/22/2019 10:40,AVE,85.1,Turista,Promo
5/4/2019 21:20,BARCELONA,MADRID,5/14/2019 19:25,5/14/2019 21:55,AVE,78.8,Turista,Promo
4/19/2019 17:18,MADRID,VALENCIA,6/4/2019 16:05,6/4/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/16/2019 10:08,BARCELONA,MADRID,5/16/2019 11:00,5/16/2019 13:45,AVE,66.75,Turista,Promo
4/12/2019 23:11,MADRID,BARCELONA,5/5/2019 14:00,5/5/2019 16:30,AVE,,Turista,Promo
5/6/2019 5:02,MADRID,BARCELONA,5/19/2019 16:30,5/19/2019 19:15,AVE,127.05,Preferente,Promo
4/24/2019 0:09,MADRID,SEVILLA,4/24/2019 16:30,4/24/2019 18:51,AVE,76.3,Turista,Flexible
4/12/2019 15:24,SEVILLA,MADRID,5/21/2019 10:45,5/21/2019 13:17,AVE,,Turista,Promo
4/23/2019 4:16,BARCELONA,MADRID,5/12/2019 20:00,5/12/2019 23:10,AVE,90.5,Turista Plus,Promo
4/14/2019 13:01,MADRID,BARCELONA,5/29/2019 14:30,5/29/2019 17:21,AVE,75.4,Turista,Promo
4/24/2019 17:16,SEVILLA,MADRID,4/26/2019 17:45,4/26/2019 20:17,AVE,,Turista,Flexible
4/22/2019 12:07,MADRID,PONFERRADA,5/3/2019 14:40,5/3/2019 18:52,AVE-LD,62.4,Turista con enlace,Flexible
4/27/2019 9:21,VALENCIA,MADRID,4/28/2019 16:15,4/28/2019 17:55,AVE,66.55,Preferente,Promo
4/18/2019 17:40,MADRID,SEVILLA,4/28/2019 16:00,4/28/2019 18:30,AVE,69.4,Preferente,Promo
4/26/2019 17:16,SEVILLA,MADRID,5/25/2019 19:45,5/25/2019 22:17,AVE,60.3,Turista,Promo
4/24/2019 21:06,MADRID,SEVILLA,5/5/2019 11:00,5/5/2019 13:32,AVE,76.3,Turista,Flexible
4/19/2019 19:22,VALENCIA,MADRID,4/22/2019 12:40,4/22/2019 14:20,AVE,86.25,Preferente,Promo
4/13/2019 15:22,MADRID,SEVILLA,5/9/2019 21:25,5/10/2019 0:10,AV City,49.15,Turista,Promo
5/3/2019 5:36,MADRID,SEVILLA,6/23/2019 20:00,6/23/2019 22:21,AVE,35.1,Turista,Promo
4/25/2019 15:17,BARCELONA,MADRID,5/28/2019 7:00,5/28/2019 9:30,AVE,88.95,Turista,Promo
4/19/2019 11:21,VALENCIA,MADRID,4/24/2019 16:15,4/24/2019 17:55,AVE,45.3,Turista,Promo
4/13/2019 23:13,SEVILLA,MADRID,5/10/2019 16:15,5/10/2019 18:54,AVE,76.3,Turista,Flexible
4/29/2019 9:12,SEVILLA,MADRID,5/6/2019 14:58,5/6/2019 17:50,ALVIA,,Preferente,Flexible
4/18/2019 11:48,BARCELONA,MADRID,4/25/2019 10:00,4/25/2019 13:10,AVE,102.15,Turista Plus,Promo
4/20/2019 12:33,SEVILLA,MADRID,4/22/2019 9:40,4/22/2019 12:23,AVE,76.3,Turista,Flexible
4/18/2019 14:08,MADRID,PONFERRADA,4/19/2019 14:40,4/19/2019 18:52,AVE-LD,43.7,Turista con enlace,Promo
5/8/2019 7:30,SEVILLA,MADRID,5/18/2019 8:35,5/18/2019 15:26,LD-MD,34.35,Turista con enlace,Promo +
5/8/2019 5:31,BARCELONA,MADRID,5/31/2019 13:25,5/31/2019 16:10,AVE,102.15,Turista Plus,Promo
5/4/2019 5:05,SEVILLA,MADRID,5/25/2019 9:50,5/25/2019 12:36,ALVIA,87.4,Preferente,Flexible
4/25/2019 1:18,SEVILLA,MADRID,5/7/2019 7:40,5/7/2019 10:05,AVE,76.3,Turista,Flexible
4/26/2019 19:33,MADRID,VALENCIA,5/21/2019 12:40,5/21/2019 14:20,AVE,27.8,Turista,Promo
4/14/2019 13:04,MADRID,BARCELONA,5/18/2019 9:30,5/18/2019 12:34,AVE,85.1,Turista,Promo
5/7/2019 5:33,MADRID,SEVILLA,5/19/2019 8:30,5/19/2019 11:14,ALVIA,,Turista,Flexible
4/28/2019 15:14,MADRID,BARCELONA,5/12/2019 13:25,5/12/2019 16:24,AVE-TGV,102.15,Turista Plus,Promo
4/18/2019 19:09,VALENCIA,MADRID,4/21/2019 8:00,4/21/2019 9:53,AVE,73.1,Turista,Flexible
4/19/2019 4:08,MADRID,VALENCIA,5/9/2019 10:40,5/9/2019 12:20,AVE,27.8,Turista,Promo
4/13/2019 5:31,MADRID,BARCELONA,5/23/2019 17:30,5/23/2019 20:40,AVE,,Turista,Promo
5/7/2019 5:32,MADRID,SEVILLA,5/30/2019 19:00,5/30/2019 21:38,AVE,76.3,Turista,Flexible
5/8/2019 17:12,MADRID,BARCELONA,6/15/2019 8:30,6/15/2019 11:20,AVE,85.1,Turista,Promo
4/19/2019 23:03,MADRID,SEVILLA,5/17/2019 13:30,5/17/2019 16:05,ALVIA,,Preferente,Promo
4/12/2019 5:08,MADRID,BARCELONA,4/23/2019 6:10,4/23/2019 8:40,AVE,90.5,Turista Plus,Promo
